;id;accumulated_score;achievements;n_achievements
83;23545563;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
84;23545897;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
85;37357889;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
86;23545934;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
87;48506936;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
88;43604095;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
89;43139375;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
90;35477416;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
91;23546377;34;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];7
92;23545679;33;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
93;24835975;33;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
94;23546500;33;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
95;23545904;32;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
96;23545905;32;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
97;23545919;32;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];6
98;23546106;32;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
99;23546207;32;['SAME_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];8
100;37456666;32;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];6
101;46385331;32;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];8
102;22119353;32;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];6
103;23545460;31;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];6
104;52333855;31;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];6
105;23546435;31;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR', 'ALL_YEARLY_ENROLLMENTS'];6
106;44442162;31;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];7
107;23545627;30;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
108;23545649;30;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
109;56356821;30;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
110;23545741;30;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
111;23545820;30;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
112;43139381;30;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
113;48289928;30;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
114;23546220;30;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
115;48525614;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
116;23545552;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
117;23545572;29;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
118;56246806;29;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
119;51662738;29;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
120;23545773;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
121;23545865;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
122;53259504;29;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
123;51125934;29;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
124;23546182;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
125;37357876;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
126;44416785;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
127;23546366;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
128;23546387;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
129;27743587;29;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];7
130;51738040;29;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'ALL_YEARLY_ENROLLMENTS'];7
131;23545638;27;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
132;23545709;27;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
133;55015098;27;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
134;44924660;27;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
135;51662727;27;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
136;53974567;26;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
137;56398561;26;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
138;54005715;26;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
139;23546001;26;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
140;43139359;26;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'ALL_YEARLY_ENROLLMENTS'];6
141;23545541;25;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];5
142;43139380;25;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
143;43604282;25;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];5
144;23545759;25;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];5
145;45935061;25;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
146;44973590;25;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
147;23546160;25;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];5
148;44973591;25;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
149;23546214;25;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
150;23546312;25;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];5
151;23546373;25;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];5
152;43139382;25;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];5
153;51834647;25;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
154;34294797;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];7
155;23545727;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
156;48588659;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
157;44720971;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
158;23546103;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
159;43139357;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
160;23546327;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
161;23546362;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
162;37357888;23;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];5
163;23545458;22;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];4
164;23545623;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
165;18073056;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
166;56646083;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
167;23545921;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
168;23545942;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
169;44924663;22;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
170;23546033;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
171;23546064;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
172;23546065;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
173;22119355;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
174;23546281;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
175;23546332;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
176;35477430;22;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
177;23546409;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
178;55322881;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
179;57188183;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
180;55144796;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
181;57209501;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
182;23545937;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
183;57188182;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
184;23546032;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];6
185;57101598;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
186;56860873;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
187;57246656;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
188;23546287;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
189;23546334;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
190;44924670;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
191;54020518;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
192;43828929;20;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
193;23546343;20;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
194;23546419;20;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
195;43139369;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
196;18073068;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
197;43604086;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
198;23545951;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
199;49500780;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
200;48588660;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
201;23546018;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
202;49500774;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
203;50815375;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
204;23546186;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
205;48065294;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
206;8090989;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
207;30149827;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
208;23546417;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
209;18073090;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
210;23545752;17;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];3
211;23546126;17;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];3
212;23546197;17;['WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];3
213;51986645;17;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];3
